1039167;B311020668
1039172;B311057589
1039173;B110001050
1039208;B311032357
1039235;B311026115
1039309;B311036613
1039323;B111001239
1039332;B110000152
1039358;B311015207
1039361;B314113431
1039367;B314077234
1039375;B311064397
1039379;B311011331
1039396;B110002155
1039397;B311069356
1039434;B311034204
1039449;B311007687
1039456;B110004901
1039466;B111001837
1039481;B311013183
1039492;B311011608
1039509;B311021307
1039521;B314029233
1039532;B110002164
1039546;B110001475
1039556;B311078738
1039566;B110003547
1039576;B311073648
1039577;B311006364
1039583;B111027020
1039595;B312013331
1039596;B311015183
1040018;B110004013
1040034;B311007424
1040049;B110003468
1040060;B311098946
1040061;B110000167
1040066;B110002419
1040069;B110001555
1040070;B110004377
1040099;B110002209
1040147;B110000258
1040198;B110001457
1040242;B312007668
1040246;B311017029
1040247;B110001601
1040258;B311023617
1040296;B110000910
1041020;B121025305
1041022;B110005614
1041034;B311028754
1041049;B111001803
1041055;B110005516
1041062;B314106283
1041074;B110000706
1041088;B314008013
1041090;B311020752
1041187;B311037817
1041206;B110005323
1041207;B314015636
1041221;B110005665
1041261;B111003254
1041283;B111003189
1041305;B110005569
1041345;B311010151
1041348;B313011886
1041378;B110005389
1041379;B110005339
1041399;B110003395
1042003;B110005527
1042015;B111001688
1042112;B311050335
1042159;B110005369
1042167;B110003226
1042170;B313006995
1042176;B311043083
1042182;B311061375
1042183;B312070794
1042190;B311015649
1042224;B314005710
1042300;B111003276
1042315;B110008751
1042344;B311096264
1042363;B110003214
1043008;B111001736
1043035;B311045178
1043124;B314058988
1043130;B111001738
1043171;B311049659
1043193;B111022005
1043244;B110005313
1043362;B311000030
1043400;B110005628
1043408;B110005301
1043427;B110005778
1043455;B111003103
1043481;B110005309
1044058;B110004469
1044062;B313021731
1044074;B311034250
1044119;B110005378
1044165;B311070282
1044177;B110003457
1044193;B110005314
1044198;B110003915
1044208;B311022141
1044220;B311011356
1044260;B111003193
1044285;B314028571
1044295;B110002416
1044299;B110005423
1044305;B311088107
1044331;B311012180
1044355;B111001606
1044399;B311011478
1044400;B311012739
1044406;B314010724
1044412;B111023305
1044422;B110003401
1044444;B110005571
1044492;B110005555
1045027;B110003378
1045032;B110003315
1045045;B110003310
1045176;B111006351
1045189;B311076449
1045220;B311054303
1045253;B110000687
1045378;B311067611
1045486;B110003473
1046005;B314007014
1046011;B311022226
1046013;B110043473
1046016;B110010311
1046024;B314022039
1046040;B311096787
1046046;B111005338
1046056;B311028066
1046072;B313023349
1046081;B311008741
1046093;B311000154
1046111;B111005206
1046156;B312023618
1046165;B314023157
1046167;B314038533
1046171;B314011450
1046194;B311065310
1046266;B111006390
1046295;B111005655
1046311;B110009517
1046318;B111006380
1047031;B311014209
1047063;B311033966
1047074;B110009580
1047084;B110010234
1047149;B110009324
1047150;B110010489
1047158;B311015884
1047174;B111006001
1047187;B312007271
1047212;B110010231
1047243;B110010271
1047264;B110010098
1047287;B110008763
1047304;B111005294
1047316;B110010041
1047318;B110010088
1047320;B311009949
1047341;B311010538
1047363;B110010313
1047380;B313015748
1047387;B311043528
1047424;B312018539
1047446;B111006408
1047455;B313024546
1047467;B311012477
1048118;B311016388
1048168;B111006088
1048170;B311028174
1048188;B314033861
1048210;B313049823
1048212;B110010375
1048221;B314017907
1048240;B111005614
1048246;B111021358
1048255;B313031528
1048286;B313007728
1048314;B111006313
1048346;B110009623
1048391;B311000022
1049017;B312036403
1049052;B311012888
1049065;B311021262
1049078;B311076931
1049087;B110009320
1049095;B314070194
1049144;B111006023
1049170;B314005677
1049295;B110009665
1050002;B314022740
1050011;B314039258
1050031;B110010050
1050069;B111006302
1050122;B111006019
1050142;B110009524
1050152;B313066729
1050158;B311009906
1050173;B314010082
1050176;B311005717
1050177;B110009020
1050201;B314029664
1050235;B311079859
1050269;B110009056
1050279;B311059239
1050292;B311039676
1050300;B111005987
1050326;B111005648
1050345;B311043876
1050355;B314020685
1050370;B314016715
1050375;B315018188
1050377;B313065692
1050381;B311016693
1051033;B311005692
1051089;B311021640
1051098;B111006133
1051102;B110009105
1051123;B311011857
1051147;B111005622
1051163;B110010108
1051187;B313009638
1051211;B110010754
1051256;B111006135
1051268;B312051461
1051288;B160002264
1051364;B314010699
1051384;B312009557
1052040;B111006006
1052071;B311021739
1052072;B111005231
1052116;B111025985
1052120;B110010481
1052124;B314029386
1052132;B313041425
1052147;B110009072
1052164;B314004704
1052184;B312007928
1052190;B311001240
1052211;B311002822
1052218;B311000145
1052281;B314042421
1052320;B311022889
1052329;B110010347
1052348;B110010022
1052360;B110000001
1052370;B110009534
1053022;B111006874
1053037;B314060148
1053087;B314056899
1053106;B311042545
1053135;B110010648
1053147;B111022364
1053168;B314009763
1053184;B110010229
1053216;B311012752
1053217;B110054965
1053280;B315105959
1053349;B110010064
1053362;B111006136
1054021;B111006604
1054025;B314022545
1054040;B111006539
1054084;B111006065
1054114;B311016166
1054131;B313004755
1054132;B110036005
1054135;B111005785
1054147;B314011394
1054184;B311038856
1054190;B313008867
1054205;B111006375
1054229;B110010155
1054245;B311009167
1054272;B110043671
1054276;B311045232
1054304;B314018128
1054448;B311033282
1054450;B111006012
1054451;B311012951
1055027;B311003596
1055037;B311017070
1055067;B311002792
1055109;B311065567
1055153;B311012634
1055159;B313001644
1055166;B314022201
1055182;B311036789
1055207;B311007057
1055253;B111005452
1055269;B314036430
1055276;B111006392
1055286;B313046750
1055288;B110009587
1055291;B313018301
1055294;B110010722
1055301;B311054014
1055358;B314039160
1055372;B111005650
1055393;B111006303
1055394;B111005746
1055420;B313014135
1056012;B111005314
1056052;B311012400
1056057;B314054949
1056120;B314043714
1056141;B313015404
1056144;B110010266
1056151;B111006181
1056195;B311037617
1056223;B313032348
1056237;B311076610
1056266;B311006310
1056272;B312050988
1056274;B110010321
1056275;B111005657
1056308;B314003804
1056309;B110010623
1056333;B311011181
1056392;B311002507
1056412;B314084780
1056453;B110044636
1056463;B314027707
1057047;B110009005
1057089;B111006104
1057100;B111006188
1057107;B110009015
1057116;B311032246
1057123;B314060310
1057131;B111022006
1057148;B111006496
1057157;B313024056
1057169;B111006117
1057170;B311019702
1057176;B313044470
1057181;B314003371
1057183;B314014952
1057192;B110009327
1057256;B311012087
1058025;B110008084
1058089;B110007908
1058104;B110007897
1058133;B110007879
1058140;B313010279
1058142;B110040671
1058160;B313017272
1058164;B110008073
1058189;B313029924
1058206;B111005006
1058221;B313031383
1058283;B110008768
1058333;B110007968
1058336;B110007894
1058387;B311015221
1058396;B110008059
1059012;B311017424
1059050;B111004566
1059141;B111008451
1059175;B311012319
1059218;B110008085
1059229;B311037508
1060017;B312023295
1060057;B313007440
1060082;B111005004
1060094;B311004579
1060125;B111004565
1060134;B313087182
1060145;B110000968
1060161;B110008070
1060168;B311024007
1060169;B110037552
1060179;B111004399
1060193;B311030168
1060195;B111007534
1060216;B110008761
1060341;B111022057
1060407;B311028531
1060441;B311017349
1060473;B110007889
1060492;B311015497
1060511;B120061011
1060520;B111005001
1060557;B111004375
1061009;B111007505
1061044;B311027093
1061048;B111007502
1061089;B311028668
1061128;B313013392
1061135;B111007527
1061150;B311030856
1061213;B110011557
1061216;B311005341
1061221;B311007288
1061249;B110013466
1061269;B313064838
1061271;B111008955
1061286;B311010790
1061290;B110013054
1062023;B314010326
1062028;B110013483
1062040;B311003733
1062076;B110011527
1062078;B110013455
1062108;B110014305
1062143;B111007528
1062148;B110011658
1062157;B311000024
1062164;B110013375
1062185;B312009847
1062207;B311001287
1062217;B110036191
1062274;B110006051
1062275;B311016218
1062283;B110011755
1062287;B311021393
1062295;B110013320
1062324;B110011634
1062366;B111004218
1062384;B311007680
1062429;B313014642
1062439;B110011767
1062449;B110011610
1062460;B313036380
1062467;B110014303
1062510;B311035862
1062516;B110011534
1062558;B311022412
1062599;B111008507
1063002;B311001177
1063058;B110012592
1063078;B111003574
1063085;B311104096
1063087;B311023698
1063099;B311083973
1063100;B110006912
1063129;B313074468
1063133;B110013348
1063139;B311020504
1063152;B110006098
1063160;B311058628
1063205;B110006185
1063234;B311039867
1063305;B311003593
1063308;B311007436
1063338;B110014312
1063339;B311033128
1063363;B311007793
1063371;B110012634
1063382;B110014387
1063428;B311000272
1063444;B311049127
1063451;B111023473
1063453;B311041383
1063476;B110008564
1063480;B311031361
1064025;B311022680
1064064;B311000111
1064100;B110011520
1064114;B311026869
1064117;B110013688
1064121;B313031287
1064134;B311002346
1064156;B110006557
1064176;B110013436
1064190;B110006531
1064204;B311075793
1064206;B313023613
1064228;B110011834
1064254;B311032364
1064259;B313023291
1064306;B111007507
1064342;B311017122
1064359;B110011545
1064385;B311008005
1065015;B311048983
1065055;B311015768
1065060;B111008956
1065074;B311030656
1065079;B110013426
1065105;B311059200
1065115;B111007523
1065145;B311094139
1065158;B110008785
1065208;B110014326
1065214;B111008452
1065278;B110013382
1065282;B311026504
1065315;B314005836
1065334;B311033914
1065338;B313028360
1065391;B313015740
1066070;B111008126
1066093;B311065837
1066106;B311035738
1066125;B311027163
1066195;B311018658
1066212;B311081170
1066230;B311032179
1066247;B311044674
1066249;B111007531
1066256;B311017067
1066277;B111008122
1066291;B110011564
1066295;B110013312
1067004;B313024929
1067019;B311009547
1067020;B311000608
1067032;B110012530
1067035;B313024426
1067050;B311040224
1067076;B313025017
1067080;B311049141
1067082;B110013313
1067105;B313041727
1067129;B311023095
1067131;B110006204
1067138;B311012773
1067142;B110011523
1067144;B312049153
1067148;B110012758
1067248;B311060709
1067262;B311010597
1067279;B311051042
1067306;B311022228
1067339;B311080747
1067343;B311009243
1067344;B313015705
1067345;B111008454
1067348;B110008776
1067352;B110013417
1067372;B311023101
1067377;B314003690
1067440;B311018710
1067461;B311000291
1067475;B110012713
1067524;B314002253
1067525;B110014420
1067542;B110011531
1067571;B311016648
1067579;B311001389
1068014;B311046104
1068033;B312017592
1068034;B311001224
1068038;B311061678
1068040;B311087938
1068044;B110011577
1068048;B110013376
1068088;B110012531
1068120;B311023121
1068122;B111004228
1068157;B311009451
1068194;B110011553
1068203;B311006545
1068230;B111005011
1068260;B311026838
1068265;B111007547
1068290;B110006101
1068301;B111008466
1068311;B110006628
1068358;B111007522
1068362;B311024828
1068380;B311000092
1068385;B311032916
1068434;B311030554
1069043;B311064371
1069047;B313023200
1069060;B111004203
1069061;B110013454
1069074;B311017175
1069077;B313096266
1069119;B311074947
1069171;B311119115
1069174;B311080472
1069203;B110011710
1069230;B110011757
1069237;B110012645
1069262;B311009489
1069280;B311004299
1069303;B110006102
1069325;B312022609
1069328;B111008003
1069334;B110006567
1069358;B311088863
1069364;B110013307
1069412;B111008100
1069415;B313013701
1069453;B313016915
1069469;B110006503
1069499;B110013303
1070032;B313008671
1070055;B311052437
1070079;B311003614
1070085;B311037962
1070089;B311040937
1070095;B311010898
1070107;B110011507
1070114;B110011895
1070146;B311093942
1070158;B313018807
1070171;B315099973
1070185;B311038228
1070186;B110014315
1070230;B311038499
1070247;B311014919
1070250;B311009400
1070262;B110013468
1070283;B311005699
1070294;B313032078
1070297;B311003838
1070324;B110012532
1070356;B311001323
1070369;B311001053
1070383;B110011528
1070392;B110012845
1070447;B313074919
1070532;B111008996
1070539;B311007891
1071019;B311032153
1071047;B311027088
1071064;B311051456
1071083;B311008654
1071125;B110013440
1071131;B311014522
1071133;B311031805
1071139;B311027129
1071141;B110012661
1071147;B311050439
1071152;B311020934
1071225;B314057431
1071244;B312064530
1071263;B110008573
1071394;B311077090
1071412;B110013380
1071420;B313020847
1071428;B110012528
1071460;B110011555
1071464;B311025274
1072009;B311003029
1072013;B311074194
1072023;B110051909
1072046;B110051864
1072052;B111023370
1072066;B311015851
1072087;B311052142
1072107;B111027224
1072116;B110051876
1072119;B110052557
1072148;B110044321
1072149;B110025627
1072152;B110051343
1072181;B110052019
1072184;B110036084
1072192;B111024151
1072194;B311064599
1072204;B111027733
1072251;B110045853
1072260;B311049508
1072276;B111021264
1072292;B311012601
1072295;B110042777
1072367;B111029095
1072380;B111022923
1072403;B110051932
1072407;B110035167
1072421;B110023191
1072438;B311072348
1072464;B110052576
1072465;B111027425
1073026;B110047766
1073072;B311041198
1073077;B111027357
1073104;B121024769
1073117;B311066580
1073122;B110051947
1073125;B311021942
1073131;B111027546
1073137;B110051885
1073149;B110047392
1073153;B110051761
1073163;B314088669
1073165;B110052601
1073218;B311018809
1073225;B111021853
1073243;B110052350
1073245;B110051831
1073279;B110034471
1073280;B140022379
1073306;B120057983
1073313;B110042956
1073318;B111027266
1073341;B111027483
1073342;B111029119
1073343;B110046359
1073357;B111023326
1073374;B110007503
1073400;B110036751
1073405;B111015925
1073406;B110051705
1073412;B311021271
1073426;B110051899
1073436;B111027252
1074017;B110051681
1074018;B110051872
1074024;B110040661
1074062;B311076748
1074089;B111027429
1074120;B111027108
1074122;B111027447
1074125;B110051757
1074128;B311045111
1074141;B311095134
1074148;B120045204
1074212;B311015228
1074221;B110051989
1074224;B311058876
1074233;B311082377
1074234;B110037728
1074255;B314034330
1074285;B110039123
1074293;B311022972
1074301;B311001946
1074303;B110040586
1074304;B110052593
1074328;B311012682
1074348;B110051657
1074356;B311057925
1074360;B311066542
1074389;B314037157
1075018;B111027468
1075043;B311043517
1075047;B110038353
1075165;B120057556
1075211;B311039373
1075216;B110051742
1075226;B110041488
1075233;B311059602
1075250;B311006169
1075271;B311026533
1075280;B110052608
1075291;B110007357
1075296;B313027171
1076020;B111022807
1076034;B110051844
1076127;B110047902
1076210;B110007389
1076377;B111027140
1076430;B111025407
1077028;B311026571
1077037;B110036651
1077074;B110040176
1077121;B111027318
1077151;B111029122
1077156;B111027366
1077170;B111027220
1077182;B111027405
1077202;B111023550
1077360;B110047903
1077444;B111023837
1078097;B110037756
1078112;B110055814
1079132;B110039289
1079408;B111027397
1079414;B110047291
1079424;B121019440
1079481;B111027141
1080024;B110032552
1080034;B111029511
1080056;B110037011
1080075;B110055922
1080090;B111024153
1080117;B110035335
1080121;B311008712
1080122;B314069844
1080162;B110055219
1080232;B110055189
1080259;B110055216
1080277;B111029500
1080325;B110055215
1080354;B111020369
1080385;B311005706
1080411;B111029542
1080430;B110055875
1080437;B110055527
1081002;B110055186
1081053;B111029470
1081165;B111025735
1081220;B110055151
1081256;B110042492
1081306;B111025734
1081403;B110037013
1082015;B313006375
1082023;B140009215
1082025;B311003008
1082036;B110051583
1082053;B110037004
1082059;B110021945
1082067;B110023251
1082083;B110042390
1082088;B311052985
1082094;B110058683
1082115;B311000091
1082132;B315007442
1082134;B111012425
1082141;B311000083
1082148;B110040633
1082195;B120005608
1082196;B311006667
1082202;B311006453
1082205;B311020873
1082206;B111013032
1082236;B110033855
1082260;B111023969
1082290;B140001442
1082307;B110041134
1082313;B311014525
1082328;B111023967
1082329;B110022894
1082369;B110046525
1082397;B311028998
1082416;B110051869
1082422;B311035397
1082423;B311055127
1082445;B314003012
1082457;B311004311
1082491;B120058704
1082494;B110042350
1082497;B313041245
1083006;B110028889
1083025;B110023371
1083026;B311064932
1083035;B111017550
1083046;B312019924
1083095;B120018879
1083141;B110035963
1083148;B110028726
1083159;B111022952
1083189;B111027430
1083222;B111025503
1083241;B311012795
1083246;B110032450
1083250;B110024669
1083264;B110034749
1083282;B313000660
1083291;B311005798
1083312;B110046681
1083313;B110056454
1083320;B311044144
1083346;B311017874
1083357;B111015368
1083367;B110021463
1083387;B110021849
1083393;B110024448
1083398;B110027290
1083407;B311040151
1083427;B110021185
1083447;B110055251
1083454;B110034013
1083491;B110021692
1083497;B110022271
1084007;B110023712
1084023;B311030440
1084038;B110023052
1084039;B314018485
1084046;B313046914
1084065;B110024022
1084076;B110035169
1084077;B120010017
1084082;B111021421
1084084;B111021730
1084087;B311018385
1084088;B110056590
1084096;B311017499
1084097;B311009409
1084102;B110027117
1084114;B120042789
